ID	Predicted_Category
13332	Football
9138	Politics
7838	Politics
8465	Business
9801	Politics
1138	Business
14267	Politics
7781	Politics
6692	Business
8729	Business
12769	Film
6937	Business
13692	Football
8774	Business
10721	Football
12924	Film
13653	Football
5032	Football
1959	Technology
4027	Football
5969	Technology
1289	Politics
3083	Business
1037	Business
1783	Business
7336	Business
1787	Football
1114	Politics
12757	Film
11645	Football
3348	Business
12812	Film
1911	Film
6061	Business
632	Technology
14474	Business
5009	Football
502	Politics
6854	Business
8701	Politics
3805	Technology
9798	Politics
14144	Politics
15242	Film
9271	Politics
4191	Technology
813	Politics
6185	Technology
8820	Technology
7543	Politics
9753	Film
5557	Film
10585	Football
5260	Technology
9502	Film
7479	Politics
12115	Film
6055	Technology
8235	Business
8707	Business
7945	Business
9331	Football
13429	Politics
1896	Film
8406	Football
5332	Technology
6562	Film
7037	Technology
11984	Football
4499	Football
14258	Politics
12694	Business
1196	Business
6472	Technology
6561	Film
8309	Politics
12713	Film
5618	Film
4023	Football
5000	Football
3103	Business
12993	Film
12047	Football
2909	Business
14070	Film
2991	Technology
6543	Film
3579	Technology
9819	Technology
10265	Football
11374	Business
5156	Football
6524	Film
10662	Business
9261	Film
5922	Business
1817	Business
8257	Business
2613	Politics
11966	Football
15165	Film
3518	Politics
8764	Politics
9818	Technology
9418	Politics
4032	Football
10696	Football
5426	Technology
6109	Business
12752	Film
6619	Business
11348	Business
14988	Football
8864	Politics
13864	Technology
14168	Film
10611	Football
12795	Film
10349	Football
3609	Film
12949	Film
10184	Football
10711	Football
3853	Football
3502	Business
4654	Football
1720	Business
11198	Politics
6873	Technology
1626	Film
7714	Politics
14451	Football
10210	Football
12165	Technology
2054	Film
3241	Business
853	Film
4253	Technology
1902	Film
13265	Football
14512	Technology
1031	Business
5364	Technology
15253	Football
5447	Film
1078	Business
13844	Technology
9813	Business
11684	Football
12551	Football
6766	Business
5892	Film
13395	Football
8336	Business
9541	Film
10766	Football
1532	Film
881	Politics
15185	Film
5411	Technology
9139	Business
10166	Technology
11340	Politics
9508	Film
13137	Business
4672	Football
902	Business
821	Politics
2120	Film
10618	Football
15141	Film
9363	Film
3969	Football
3182	Business
3522	Politics
5727	Film
14138	Politics
11811	Football
15002	Football
10933	Film
1608	Film
3632	Technology
2859	Politics
7947	Business
3425	Politics
5673	Film
2911	Politics
1809	Film
13666	Football
1795	Business
2851	Politics
2666	Business
3780	Technology
4738	Football
9197	Film
8549	Film
10305	Business
11592	Football
14088	Business
10498	Football
2756	Politics
9255	Film
7382	Technology
11103	Business
14744	Business
7273	Football
13507	Football
5131	Football
10876	Business
169	Business
9457	Film
4562	Football
11236	Business
12123	Film
6556	Film
7106	Politics
13984	Politics
2522	Business
1148	Business
15051	Football
14470	Football
894	Politics
5605	Film
6690	Business
15191	Football
221	Football
121	Technology
3387	Business
13540	Football
10673	Business
10130	Film
503	Politics
13887	Business
11586	Football
1205	Business
7992	Business
5100	Football
3304	Film
10654	Politics
3731	Technology
14423	Football
4782	Football
4296	Technology
9113	Politics
4724	Football
1887	Film
13324	Football
14883	Politics
58	Business
12730	Film
3107	Business
6966	Technology
682	Business
4325	Technology
10685	Film
11514	Football
9198	Film
1011	Politics
14505	Business
7312	Business
12590	Football
9966	Film
8726	Film
4391	Technology
7359	Politics
15266	Football
13294	Football
5341	Business
8409	Football
1409	Technology
1052	Business
2900	Politics
6032	Business
6621	Politics
2895	Politics
11322	Politics
4932	Football
15053	Technology
11545	Football
3906	Football
3160	Business
714	Technology
1153	Business
1369	Technology
9155	Film
9864	Politics
9303	Film
8150	Business
9102	Politics
15317	Football
13802	Football
49	Business
912	Business
1578	Film
3327	Politics
13464	Football
2645	Politics
13123	Film
1867	Film
2967	Technology
7828	Politics
7067	Business
7192	Film
9959	Politics
6197	Technology
12447	Football
5443	Film
1303	Film
2035	Film
12219	Technology
13303	Football
10829	Business
13391	Football
8963	Technology
11991	Football
27	Technology
6807	Business
8443	Politics
380	Film
10586	Football
5721	Film
8570	Business
13720	Football
12271	Football
2627	Politics
14413	Football
9946	Politics
14210	Film
7878	Business
1084	Business
9398	Film
8966	Technology
4459	Football
106	Technology
14183	Business
9548	Film
14188	Film
14902	Politics
901	Politics
4241	Technology
3076	Business
2626	Politics
10278	Football
6681	Business
14834	Football
11920	Football
1737	Politics
10452	Football
11905	Football
4792	Football
4735	Football
4777	Football
14954	Football
5958	Business
7527	Technology
10426	Football
6780	Business
4089	Film
8192	Business
2832	Politics
13101	Film
11776	Football
3663	Technology
8497	Business
4276	Technology
10308	Football
2476	Politics
12638	Politics
6233	Football
5428	Technology
9734	Film
14647	Politics
11087	Business
10976	Film
8811	Politics
7476	Politics
574	Politics
6984	Technology
4064	Football
2444	Politics
12991	Film
8087	Business
7670	Politics
5934	Business
12151	Technology
9927	Business
2813	Politics
14171	Politics
11024	Football
12308	Technology
8551	Politics
14714	Politics
15206	Football
10648	Football
8540	Film
1694	Politics
12983	Film
568	Business
9414	Politics
1581	Film
2680	Business
1723	Business
12247	Football
2204	Film
14096	Business
10414	Football
4570	Football
11669	Football
4219	Technology
9313	Film
5831	Film
14480	Technology
448	Business
13783	Football
9280	Film
1678	Politics
15121	Politics
4953	Football
1580	Film
5397	Technology
7732	Politics
6391	Film
11590	Football
10028	Technology
7349	Business
7272	Football
1149	Business
11436	Business
8684	Business
8146	Business
12542	Politics
13285	Football
4634	Football
5997	Business
4665	Football
10521	Football
12805	Film
9214	Film
14593	Politics
2390	Politics
4485	Football
3800	Technology
4655	Football
3932	Football
5371	Technology
6023	Business
6400	Film
11430	Politics
6532	Technology
14847	Football
9311	Film
844	Business
4292	Business
3114	Business
2773	Politics
7434	Business
4990	Football
15042	Film
14805	Politics
15106	Football
10757	Football
68	Technology
8792	Politics
5344	Business
8431	Politics
8383	Business
7351	Technology
13360	Football
5176	Technology
3352	Politics
14438	Football
3980	Business
6802	Business
12624	Politics
6390	Film
6920	Film
6127	Football
5044	Football
11529	Football
6860	Technology
11294	Business
2111	Politics
3683	Technology
5558	Film
9375	Business
4378	Film
9049	Politics
10760	Football
14509	Politics
4415	Technology
3801	Technology
418	Film
4915	Football
9052	Politics
471	Politics
3100	Business
12868	Film
2233	Politics
9805	Politics
3237	Business
5358	Business
10733	Football
6678	Business
14019	Football
7282	Football
10984	Technology
9986	Politics
10328	Football
2166	Politics
13730	Football
4816	Football
6168	Business
2298	Politics
13366	Football
2173	Politics
6730	Business
13178	Football
2352	Politics
9953	Film
11854	Football
14001	Football
6838	Business
10971	Politics
6601	Film
12761	Film
6671	Business
13172	Football
6656	Business
8117	Business
15012	Football
14247	Politics
202	Politics
6843	Business
13771	Football
10492	Football
7241	Football
2052	Film
6412	Business
13383	Football
4790	Football
2267	Politics
1519	Film
11635	Football
2953	Politics
406	Film
9150	Politics
15208	Football
10631	Technology
843	Business
3839	Football
13516	Football
8874	Technology
5801	Film
11187	Business
1829	Business
3017	Business
2006	Film
2527	Politics
5292	Technology
9300	Film
11858	Football
5585	Film
2712	Business
200	Politics
7689	Politics
8218	Business
10134	Film
11238	Politics
10832	Football
7739	Politics
13907	Business
13063	Film
11371	Business
10665	Business
4153	Politics
11055	Politics
13323	Football
7675	Politics
2478	Politics
13076	Business
5597	Film
3938	Football
15155	Film
1800	Film
4583	Football
8569	Business
8371	Business
12171	Film
526	Politics
11949	Football
3142	Business
14109	Film
1859	Film
7921	Business
11077	Politics
9907	Politics
8945	Football
12148	Football
15063	Technology
13748	Football
185	Football
9803	Politics
6306	Football
5987	Business
3040	Politics
2405	Politics
9698	Film
6989	Technology
8394	Politics
2384	Politics
4319	Technology
118	Technology
9444	Film
9724	Technology
14140	Politics
6589	Business
10076	Film
11583	Football
5861	Film
15240	Football
9013	Politics
2237	Politics
8687	Politics
9045	Politics
514	Politics
3599	Business
5866	Film
3336	Business
15096	Football
10003	Football
10066	Film
13940	Football
2604	Politics
11993	Football
9454	Film
14810	Politics
11865	Football
10052	Film
3635	Business
4467	Football
5322	Technology
1247	Politics
7936	Business
4818	Football
5520	Film
5893	Film
2428	Politics
13682	Football
14623	Politics
9074	Politics
4349	Football
11381	Politics
2282	Politics
12007	Football
862	Politics
13792	Football
4471	Football
5595	Film
12136	Film
7917	Business
5663	Film
13749	Football
10734	Football
8399	Business
1649	Politics
11173	Politics
256	Business
15	Technology
9405	Film
8777	Business
295	Politics
6735	Business
3567	Politics
11546	Football
4197	Technology
15258	Football
3041	Business
8658	Business
12931	Film
8986	Football
12110	Film
9195	Politics
13673	Football
1539	Film
14206	Film
14719	Business
176	Football
12900	Politics
6267	Football
2433	Politics
11272	Politics
2690	Film
1134	Business
2095	Politics
8462	Business
11341	Politics
4097	Business
8291	Business
4978	Football
8788	Business
13016	Film
13815	Technology
8320	Business
9342	Film
1242	Politics
1395	Technology
808	Politics
2981	Technology
10753	Football
14123	Business
11223	Politics
6256	Football
14292	Politics
14191	Film
12203	Football
12265	Football
9071	Politics
2194	Film
6892	Technology
4158	Technology
1268	Technology
12080	Football
1228	Politics
4052	Football
11803	Football
1677	Technology
7522	Politics
7748	Politics
10197	Football
504	Film
603	Business
12733	Film
3669	Technology
4843	Football
13393	Football
3718	Technology
3931	Politics
8350	Business
11873	Football
5140	Football
11746	Football
3813	Football
5630	Film
9758	Technology
4205	Business
1166	Business
3802	Technology
4446	Football
5086	Football
14986	Football
7258	Football
6988	Technology
14248	Politics
5647	Film
4931	Football
7600	Politics
13894	Technology
9194	Film
12918	Film
9458	Film
14663	Business
13699	Football
4030	Football
13406	Football
12955	Film
2814	Politics
3007	Technology
7672	Politics
81	Technology
11058	Film
6968	Technology
9183	Politics
8873	Technology
8695	Business
3159	Business
13832	Technology
1402	Business
10097	Business
8999	Technology
13786	Football
6955	Technology
14135	Business
7056	Business
10323	Business
5924	Business
13993	Business
13459	Football
6884	Technology
7715	Politics
13066	Film
9602	Film
8535	Business
2148	Film
9857	Politics
14165	Technology
1257	Politics
2045	Film
4774	Football
3789	Technology
4955	Football
6054	Business
10456	Football
8264	Business
14128	Business
2515	Politics
15107	Football
12557	Football
8868	Technology
7769	Politics
5246	Technology
3806	Technology
1291	Technology
12155	Film
11500	Politics
3882	Politics
13488	Football
5253	Technology
15048	Football
810	Politics
7421	Business
11454	Politics
10489	Football
10252	Football
6787	Business
14449	Football
10384	Football
5661	Film
7995	Business
10572	Football
9253	Technology
2880	Politics
375	Film
2844	Politics
11953	Football
8554	Politics
7579	Politics
3530	Politics
9858	Politics
15244	Film
11177	Business
12400	Football
12457	Football
12609	Football
1367	Technology
13242	Football
14399	Football
7981	Politics
13780	Football
8446	Politics
1614	Film
11618	Football
14262	Politics
1598	Film
3703	Technology
12871	Film
7996	Business
7160	Film
4514	Football
11413	Business
9530	Film
4831	Football
8226	Business
10744	Football
1893	Film
10276	Football
14507	Business
12863	Film
5334	Technology
1321	Business
7551	Business
6969	Business
11742	Football
4667	Football
2074	Film
15237	Football
5191	Football
15009	Football
10511	Football
4071	Football
6102	Business
10982	Film
6555	Film
4678	Football
14681	Business
7014	Business
14277	Politics
5430	Technology
7615	Politics
11576	Football
7776	Technology
10153	Film
2535	Politics
14877	Politics
8643	Business
9951	Film
8455	Politics
7290	Football
11735	Football
13793	Football
5811	Film
1157	Business
10014	Politics
6045	Business
7631	Politics
12748	Film
1905	Film
3785	Technology
5206	Technology
10058	Film
1564	Film
1046	Politics
10304	Football
15147	Film
528	Politics
2594	Film
11444	Business
4256	Technology
10194	Football
11633	Football
8020	Business
12065	Film
14562	Technology
9845	Film
8037	Business
6135	Business
11283	Business
6397	Film
5375	Business
8629	Politics
13119	Film
6419	Politics
168	Business
1449	Business
12394	Football
1060	Politics
5264	Technology
6282	Football
5497	Film
8936	Football
14497	Film
387	Film
15287	Football
14728	Politics
1740	Film
10196	Football
5768	Film
4449	Football
4881	Football
2249	Politics
129	Technology
12170	Film
257	Politics
11449	Politics
5096	Football
13681	Football
14353	Politics
9396	Business
9142	Technology
13448	Football
14568	Business
12512	Football
1952	Film
14950	Football
1489	Business
11233	Politics
8015	Business
1625	Film
11194	Politics
11460	Business
11211	Politics
5572	Film
12811	Film
14	Technology
12303	Football
12515	Football
3467	Politics
9411	Politics
5635	Film
13465	Film
7753	Politics
1632	Film
13271	Football
11393	Politics
6429	Business
8428	Politics
7220	Football
86	Business
9586	Film
3764	Business
2291	Politics
5656	Film
11433	Politics
7084	Technology
10430	Football
14110	Business
11599	Football
2655	Politics
15193	Football
11882	Football
7805	Politics
6137	Politics
2403	Politics
6335	Football
8612	Politics
15004	Football
14634	Politics
2241	Politics
13693	Football
10250	Politics
6595	Business
5691	Film
6946	Technology
6215	Football
4014	Football
13246	Football
11222	Politics
1152	Business
7361	Politics
7199	Technology
10370	Football
6145	Football
1076	Business
7784	Politics
8534	Business
2548	Film
7931	Business
14122	Business
7907	Politics
14058	Business
1334	Business
4322	Football
9279	Film
13004	Film
11220	Politics
9191	Business
13880	Business
13398	Politics
6962	Technology
10539	Football
8714	Business
3886	Football
1686	Politics
7755	Football
5157	Football
12967	Film
3648	Technology
4880	Football
2576	Film
4919	Football
11078	Politics
5888	Film
3326	Technology
14265	Film
9042	Politics
8867	Business
10613	Football
13426	Politics
8410	Football
1478	Technology
12316	Football
7984	Politics
8289	Politics
12874	Film
410	Film
7869	Politics
6784	Business
544	Politics
8222	Business
14636	Politics
13620	Football
9358	Film
12346	Football
14867	Business
4807	Football
12827	Film
1075	Business
7011	Technology
11628	Football
3662	Technology
1004	Business
9589	Film
3408	Business
13269	Football
14853	Football
12257	Football
1882	Film
582	Business
2171	Politics
1623	Film
12314	Football
13321	Football
14947	Football
10472	Football
12142	Film
3913	Business
2472	Politics
15331	Football
1643	Politics
1083	Business
7818	Politics
3177	Business
1870	Film
2671	Politics
12563	Business
7100	Technology
9332	Film
11813	Football
8201	Business
8947	Technology
1801	Film
4229	Technology
6349	Business
4346	Technology
13434	Film
4305	Technology
12837	Film
9314	Politics
4658	Football
8587	Politics
12617	Football
2346	Politics
3487	Politics
12362	Football
5758	Film
863	Politics
4154	Technology
9225	Film
9722	Film
1923	Film
8059	Business
5302	Business
4115	Technology
13755	Football
9932	Politics
13233	Football
10965	Film
13362	Football
4334	Technology
11917	Football
4614	Football
6414	Business
12853	Film
6541	Technology
5223	Technology
10004	Business
8605	Politics
13083	Politics
6031	Business
2359	Politics
8822	Business
6527	Technology
10301	Business
13002	Film
5967	Business
10502	Football
4788	Football
10187	Film
14526	Politics
577	Technology
14303	Business
5517	Film
3310	Politics
9968	Politics
12858	Film
7450	Politics
13258	Football
10457	Football
12744	Film
8747	Politics
695	Technology
1175	Business
6790	Business
9965	Film
10022	Politics
413	Technology
11832	Football
11407	Business
5538	Film
1329	Business
15177	Film
14245	Politics
6526	Film
1259	Politics
11164	Business
6639	Business
12972	Film
14747	Business
6287	Football
14440	Football
11160	Politics
15192	Football
5109	Football
11667	Football
2759	Politics
7843	Business
12178	Football
9003	Business
11112	Politics
1341	Business
5808	Film
2269	Politics
12738	Business
7444	Technology
5896	Film
80	Technology
14792	Business
3604	Politics
13722	Football
3613	Technology
6254	Football
14831	Football
13192	Politics
11847	Football
12575	Football
5948	Film
12435	Football
13024	Film
11668	Football
7322	Business
9079	Politics
13584	Football
7254	Business
11056	Film
4438	Football
10139	Film
7083	Technology
12187	Technology
11047	Business
5996	Business
14734	Football
7963	Politics
6535	Film
1333	Business
14368	Politics
13945	Football
867	Business
1948	Film
14851	Business
7381	Business
3872	Football
10192	Football
3282	Business
2354	Politics
14705	Business
13932	Football
8890	Politics
14149	Technology
14272	Politics
8404	Film
9000	Technology
7868	Politics
788	Politics
9996	Politics
7706	Politics
12026	Football
484	Business
9655	Film
6996	Business
10636	Football
3167	Business
1296	Technology
30	Technology
6447	Politics
14106	Politics
11632	Football
10620	Football
4810	Football
4538	Football
8965	Technology
12850	Film
3498	Business
9984	Politics
9467	Film
9755	Politics
7304	Business
1743	Business
8799	Politics
6551	Film
11707	Football
2051	Film
7728	Politics
1358	Technology
7063	Technology
8893	Technology
9569	Film
6596	Technology
4705	Football
1835	Film
14198	Film
6388	Film
2373	Politics
2235	Film
7180	Film
6905	Technology
6663	Business
10608	Football
7289	Business
12639	Film
14007	Football
5154	Football
5078	Football
2020	Film
10108	Football
14443	Football
14608	Politics
14948	Football
5577	Film
14232	Politics
14617	Politics
4712	Football
8827	Business
5196	Technology
8414	Politics
10719	Business
1189	Business
10551	Football
14830	Football
2302	Politics
4148	Technology
12418	Football
5035	Football
11156	Politics
9691	Film
10372	Football
9990	Politics
6044	Business
10248	Business
1144	Film
13223	Football
12503	Football
10380	Football
5791	Film
2719	Technology
841	Technology
6825	Business
14886	Politics
3939	Business
12867	Film
13810	Technology
8116	Business
9974	Politics
13387	Football
454	Business
14524	Film
12928	Film
7074	Business
11409	Technology
3776	Technology
7626	Politics
9707	Politics
1914	Film
5982	Business
984	Business
379	Film
5296	Technology
13933	Football
14326	Business
14378	Business
13964	Football
189	Football
8375	Business
11603	Football
2299	Politics
396	Film
4859	Football
14927	Football
3777	Technology
8485	Business
11457	Politics
4615	Football
11648	Football
13503	Football
370	Technology
4609	Football
14319	Politics
1853	Film
12572	Politics
9406	Film
855	Politics
3627	Technology
12914	Politics
14691	Business
7620	Politics
10704	Football
615	Technology
458	Business
11902	Football
11029	Football
10387	Football
5248	Technology
848	Business
4982	Football
1575	Film
6041	Business
5402	Technology
14493	Football
4716	Football
236	Business
10800	Business
10509	Football
5124	Football
6307	Football
14971	Football
4474	Football
5062	Football
715	Technology
12935	Technology
765	Film
2107	Business
8585	Politics
9446	Politics
11999	Football
15014	Football
2906	Politics
3917	Football
8023	Politics
1191	Business
782	Politics
14896	Politics
12565	Politics
3888	Football
13592	Football
14405	Football
12999	Film
8876	Technology
8456	Politics
10571	Football
2141	Film
4335	Technology
15152	Film
10562	Football
8082	Politics
3106	Business
143	Technology
14178	Business
12211	Football
14809	Politics
12782	Film
14397	Football
1832	Business
2456	Politics
12282	Technology
1005	Business
2657	Politics
2825	Politics
3722	Technology
12620	Politics
12604	Politics
6687	Business
8153	Business
3272	Business
6981	Technology
5789	Film
6065	Technology
4845	Football
11685	Football
3275	Business
8646	Business
1458	Technology
9694	Film
14498	Film
3944	Politics
3511	Politics
3247	Business
580	Business
6781	Business
6605	Football
3161	Business
14346	Business
13197	Football
5961	Business
4747	Football
12445	Football
3654	Film
11031	Technology
1611	Film
9570	Film
9093	Politics
3720	Technology
12652	Business
824	Technology
1943	Film
1956	Film
12313	Technology
6362	Film
6751	Business
1350	Business
12523	Politics
9465	Film
2485	Politics
7498	Politics
12533	Football
1267	Business
62	Business
4105	Business
8315	Politics
12380	Football
3243	Business
3280	Business
4530	Football
15016	Football
12872	Film
9841	Technology
8060	Business
9496	Film
12984	Film
10960	Business
3618	Business
14401	Football
8632	Business
6141	Business
5856	Film
6211	Football
7022	Business
5125	Football
13290	Football
5584	Film
12106	Film
7831	Politics
12859	Film
14871	Politics
15010	Football
5843	Film
8675	Business
2330	Politics
6887	Technology
7338	Technology
9373	Film
8480	Politics
14625	Politics
9856	Technology
12735	Business
5725	Film
12473	Football
15110	Football
14825	Business
1600	Film
14321	Business
8376	Technology
7640	Politics
12275	Football
3552	Politics
10761	Football
10435	Football
4323	Technology
325	Politics
12016	Football
9487	Film
6628	Politics
8962	Football
13013	Film
12216	Football
11268	Politics
10939	Film
7835	Politics
12089	Film
6849	Politics
14471	Football
2913	Politics
4412	Film
2700	Politics
9969	Politics
11411	Politics
3734	Politics
2682	Politics
8541	Technology
5706	Film
6604	Politics
2785	Politics
1492	Technology
12349	Football
10167	Film
2262	Politics
347	Film
6409	Film
9162	Film
13667	Football
2337	Politics
11261	Politics
12522	Football
5442	Technology
511	Politics
10683	Business
2240	Politics
3752	Business
9477	Film
3894	Football
5033	Football
13939	Football
11465	Politics
7096	Technology
2309	Politics
12063	Football
7414	Business
175	Business
7409	Business
10128	Film
13421	Football
9730	Politics
3748	Business
8773	Business
12046	Film
2441	Politics
14732	Technology
7858	Business
13461	Football
14408	Football
11627	Football
11159	Politics
12696	Film
9794	Film
8662	Business
4759	Football
5099	Football
3204	Business
10731	Business
14733	Football
9675	Film
1388	Technology
12124	Film
798	Business
6885	Technology
14479	Business
12938	Film
3596	Football
8472	Politics
7812	Politics
10596	Football
4671	Football
9511	Film
8538	Technology
7053	Business
8694	Politics
9412	Politics
7271	Football
8498	Business
8610	Politics
3749	Business
11038	Football
3605	Politics
9211	Film
3850	Football
13033	Film
13935	Football
4768	Football
4050	Football
12528	Football
5219	Football
362	Politics
11750	Football
13834	Technology
7470	Technology
4099	Business
10548	Football
1330	Politics
8395	Film
3043	Business
12881	Film
14923	Football
3086	Business
3324	Film
7428	Politics
12059	Film
14127	Business
4670	Football
9676	Film
1657	Politics
2115	Film
3092	Politics
334	Business
12998	Film
10151	Film
7424	Business
19	Business
254	Football
11378	Business
1708	Politics
6266	Football
3137	Business
5658	Film
10267	Football
9710	Film
1620	Film
4772	Football
12330	Football
8989	Football
4036	Football
15324	Technology
12131	Film
10793	Business
8762	Business
7511	Politics
6667	Business
10119	Film
7355	Politics
99	Technology
7826	Politics
8419	Politics
3234	Business
1181	Business
1511	Film
12274	Football
54	Technology
12890	Film
6465	Politics
1746	Business
8850	Politics
1128	Film
225	Business
14585	Politics
1924	Film
7009	Business
9442	Film
7654	Politics
6992	Technology
12678	Business
13837	Technology
6870	Technology
14972	Football
2009	Film
845	Business
1650	Politics
9862	Film
6053	Business
12183	Film
13518	Football
10382	Football
6874	Business
2831	Politics
9558	Film
9838	Politics
14308	Business
13213	Football
1408	Technology
12642	Film
229	Politics
4827	Football
9762	Film
1403	Technology
15137	Film
6124	Football
8533	Business
11333	Politics
2358	Politics
4399	Technology
9012	Business
146	Technology
1180	Business
9581	Film
10449	Football
1593	Film
14731	Technology
1294	Politics
3812	Football
12747	Film
9065	Business
13570	Football
1679	Politics
11461	Politics
12720	Film
6336	Football
5810	Film
7171	Film
5294	Football
11246	Politics
7	Business
10006	Business
1027	Business
12262	Football
13333	Football
1808	Business
6403	Film
4742	Football
14913	Politics
4138	Technology
5071	Football
12845	Technology
10280	Football
4359	Football
6846	Business
2096	Politics
5270	Technology
8914	Technology
12403	Football
14094	Business
3661	Technology
1616	Film
4707	Football
5149	Football
549	Business
6181	Technology
10725	Business
14099	Politics
1501	Technology
3724	Technology
449	Politics
10059	Film
14343	Business
14342	Politics
11863	Football
6332	Football
6924	Business
10082	Film
12096	Football
6372	Film
11507	Politics
1776	Business
3948	Football
13412	Politics
10923	Film
1855	Film
8365	Business
13495	Film
5354	Technology
15064	Football
7916	Politics
3385	Politics
4061	Football
13586	Football
2762	Politics
3707	Technology
6201	Politics
13372	Football
6682	Business
9585	Film
14912	Politics
14814	Film
6979	Technology
11492	Politics
6344	Football
4568	Football
13127	Film
8674	Politics
14239	Politics
9936	Business
2582	Film
5533	Film
8493	Politics
7934	Business
9638	Film
1317	Business
8124	Business
13595	Football
7274	Football
1482	Technology
9636	Film
8283	Politics
7830	Politics
1858	Film
12498	Football
5587	Film
9302	Politics
13436	Football
2314	Politics
6011	Football
2378	Politics
3196	Business
1124	Politics
1897	Film
11254	Business
2294	Politics
6789	Business
3926	Football
9854	Politics
3946	Football
14932	Football
5975	Football
14788	Politics
10814	Business
12566	Politics
14469	Technology
3509	Business
11314	Politics
7206	Business
10843	Football
2212	Film
563	Politics
6775	Business
11166	Politics
10748	Football
4684	Football
5908	Film
5197	Technology
13237	Football
6726	Business
2360	Politics
9376	Film
9872	Business
2698	Business
3278	Business
1653	Film
4443	Football
12784	Film
70	Business
10352	Football
4287	Technology
9607	Film
11992	Football
4836	Football
493	Technology
1262	Politics
4150	Technology
12233	Football
1468	Technology
5006	Football
12351	Football
3305	Film
11474	Politics
12823	Film
7000	Football
12132	Football
4173	Politics
13669	Football
2714	Business
10431	Football
8666	Business
8657	Business
13108	Film
8436	Politics
1253	Politics
9790	Film
10369	Football
633	Business
14486	Technology
705	Technology
11299	Business
5800	Film
1434	Technology
302	Business
11165	Business
8638	Politics
4123	Technology
4143	Technology
1216	Business
15323	Football
12397	Football
11388	Business
4946	Football
3301	Film
2011	Film
14586	Politics
9900	Politics
11593	Football
14484	Technology
8603	Politics
8929	Technology
12097	Film
9995	Politics
2133	Film
14858	Politics
4813	Football
7864	Business
5897	Politics
11568	Football
393	Technology
7501	Politics
7384	Politics
8618	Business
3653	Technology
10493	Football
15243	Business
5162	Football
9699	Film
5415	Technology
2106	Politics
8645	Business
9835	Technology
12717	Politics
6950	Technology
1316	Politics
10247	Business
2696	Business
1646	Film
12954	Film
1665	Politics
10847	Football
5988	Business
9894	Business
1416	Business
4628	Football
8750	Politics
11263	Business
13531	Film
13403	Football
320	Politics
13740	Football
5640	Film
3507	Politics
12806	Film
635	Technology
9705	Film
10425	Football
2326	Politics
2966	Politics
3646	Technology
595	Business
11429	Politics
3271	Business
6831	Business
5733	Film
4885	Football
12876	Film
9282	Politics
649	Film
4134	Business
3012	Technology
5339	Technology
12453	Football
10476	Football
4877	Football
1141	Business
12477	Football
5166	Football
10395	Football
6929	Business
7573	Politics
14382	Football
11638	Football
3709	Technology
8546	Business
3841	Football
6214	Football
13564	Football
7145	Politics
14147	Technology
267	Football
719	Technology
4766	Football
15238	Film
14822	Film
4406	Technology
3670	Technology
8606	Politics
3430	Business
771	Politics
3680	Technology
8293	Politics
4842	Football
12467	Football
779	Politics
5058	Football
8613	Politics
3940	Business
2978	Business
6038	Business
11971	Football
9702	Film
1104	Business
5449	Technology
1804	Business
4131	Technology
7911	Politics
12405	Football
6719	Business
14917	Politics
366	Technology
346	Business
12385	Football
15173	Business
1975	Film
13266	Football
1609	Film
441	Business
1728	Politics
10884	Business
11541	Football
9386	Technology
9431	Politics
6919	Film
15105	Football
233	Technology
5625	Film
13515	Football
579	Technology
14827	Business
13920	Technology
2856	Politics
2701	Business
5767	Film
2686	Business
7189	Business
12975	Film
5481	Technology
7766	Politics
1892	Film
12547	Football
11855	Football
12560	Football
13417	Football
15122	Business
7417	Business
11243	Politics
14682	Business
12778	Film
6776	Business
7299	Business
2949	Technology
1070	Politics
8833	Technology
11790	Football
15094	Football
7410	Politics
4360	Technology
6343	Football
157	Technology
11417	Politics
7953	Business
10363	Football
2210	Film
713	Business
11329	Politics
5825	Film
6588	Business
9827	Film
3782	Technology
12353	Football
2488	Politics
13336	Politics
14439	Football
9241	Film
9884	Business
1056	Business
740	Politics
3010	Technology
10002	Football
8703	Business
10796	Business
13686	Football
15067	Football
1236	Politics
10423	Football
11015	Football
5431	Film
411	Film
237	Business
7886	Politics
8099	Business
1798	Business
2976	Technology
13893	Technology
7539	Politics
11699	Football
3862	Technology
9483	Film
897	Politics
9322	Film
1634	Film
5852	Film
15037	Film
3953	Business
12803	Film
6856	Business
13449	Football
1599	Film
10986	Football
9536	Film
11065	Business
2564	Business
11617	Football
7219	Business
11906	Football
2675	Business
11809	Football
9354	Film
5548	Film
13113	Film
14181	Film
4704	Football
10850	Business
12235	Technology
15033	Football
14295	Business
3165	Politics
9061	Business
11367	Politics
5141	Football
5259	Technology
10898	Politics
4719	Football
10415	Football
1248	Politics
11891	Football
9963	Politics
10067	Film
13859	Technology
6842	Business
9456	Film
10710	Football
6666	Technology
1210	Business
11714	Football
4433	Football
7847	Politics
4808	Football
7767	Technology
11122	Business
9447	Film
1407	Business
10224	Football
3356	Business
10804	Politics
4379	Film
84	Business
11389	Politics
12921	Film
4102	Politics
4753	Football
13312	Football
7346	Politics
14357	Film
11068	Politics
2631	Politics
3803	Technology
203	Technology
13300	Football
5083	Football
6382	Film
9542	Film
11321	Politics
8631	Politics
15162	Film
13969	Football
3571	Politics
14749	Politics
13295	Football
8381	Film
9674	Film
5695	Film
