ID	Predicted_Category
11230	Politics
11231	Politics
11237	Politics
11252	Business
11257	Politics
11259	Politics
11266	Business
11270	Politics
11271	Politics
11273	Politics
11278	Politics
11290	Politics
11297	Business
11302	Business
11307	Politics
11308	Business
11315	Politics
11316	Politics
11319	Politics
11320	Politics
11331	Politics
11335	Film
11336	Technology
11344	Politics
11354	Football
11356	Business
11359	Politics
11386	Politics
11387	Politics
11395	Technology
11397	Politics
11403	Business
11405	Politics
11419	Politics
11439	Business
11447	Business
11448	Football
11451	Business
11458	Politics
11464	Film
11467	Politics
11470	Politics
11483	Politics
11489	Politics
11490	Politics
11494	Politics
11502	Football
11506	Politics
11509	Football
11510	Football
11513	Football
11515	Football
11520	Technology
11526	Technology
11530	Technology
11532	Football
11535	Football
11554	Football
11560	Football
11565	Football
11569	Football
11571	Football
11575	Football
11577	Football
11582	Football
11585	Football
11587	Football
11589	Football
11594	Football
11595	Football
11602	Football
11607	Football
11610	Football
11613	Football
11619	Football
11624	Business
11631	Football
11634	Football
11643	Football
11646	Football
11649	Technology
11650	Football
11653	Football
11658	Football
11665	Football
11670	Football
11674	Football
11678	Football
11683	Football
11695	Football
11702	Football
11708	Football
11710	Football
11715	Football
11723	Football
11727	Football
11740	Football
11756	Football
11758	Football
11759	Football
11761	Football
11765	Football
11769	Football
11771	Football
11779	Football
11785	Football
11795	Football
11796	Football
11802	Football
11804	Football
11814	Film
11821	Football
11824	Football
11833	Football
11835	Football
11845	Football
11852	Football
11859	Football
11867	Technology
11869	Football
11876	Football
11878	Football
11890	Football
11892	Football
11900	Football
11904	Football
11908	Football
11910	Football
11918	Football
11923	Football
11930	Football
11933	Football
11934	Football
11938	Football
11940	Football
11941	Technology
11943	Football
11944	Film
11946	Football
11959	Football
11980	Football
11986	Football
11989	Football
11998	Football
12002	Football
12003	Football
12005	Football
12017	Football
12030	Politics
12035	Football
12036	Football
12038	Technology
12041	Technology
12042	Film
12043	Football
12048	Football
12060	Film
12073	Film
12078	Film
12082	Film
12083	Technology
12084	Football
12085	Football
12100	Film
12104	Film
12118	Film
12122	Technology
12127	Film
12134	Football
12135	Technology
12138	Football
12140	Film
12157	Film
12164	Film
12166	Film
12167	Film
12172	Film
12190	Film
12197	Football
12202	Football
12204	Film
12206	Film
12207	Film
12212	Film
12213	Business
12215	Film
12218	Film
12223	Film
12226	Football
12228	Business
12229	Politics
12240	Film
12241	Football
12256	Business
12266	Football
12270	Football
12277	Technology
12279	Technology
12283	Football
12284	Business
12286	Politics
12295	Football
12307	Technology
12320	Football
12321	Football
12322	Football
12326	Football
12327	Football
12329	Football
12331	Football
12337	Football
12338	Football
12342	Film
12343	Football
12350	Football
12374	Football
12376	Football
12378	Football
12384	Football
12387	Football
12388	Football
12389	Football
12393	Football
12399	Football
12409	Football
12417	Football
12420	Technology
12427	Football
12439	Football
12440	Football
12448	Football
12458	Football
12466	Football
12470	Football
12476	Football
12491	Football
12495	Football
12502	Football
12507	Football
12510	Business
12519	Football
12521	Football
12525	Football
12526	Football
12530	Football
12534	Football
12535	Football
12537	Football
12538	Football
12539	Football
12543	Football
12545	Football
12549	Football
12550	Football
12556	Politics
12562	Football
12568	Politics
12573	Football
12574	Politics
12581	Politics
12583	Politics
12585	Politics
12586	Football
12587	Football
12588	Politics
12589	Football
12591	Football
12597	Politics
12599	Politics
12600	Politics
12602	Football
12603	Politics
12625	Politics
12630	Film
12665	Technology
12666	Film
12674	Film
12688	Film
12697	Film
12698	Film
12705	Film
12715	Film
12718	Film
12724	Politics
12734	Film
12736	Film
12740	Film
12743	Film
12753	Film
12758	Politics
12764	Film
12776	Film
12777	Film
12779	Film
12785	Film
12787	Film
12791	Film
12793	Film
12796	Film
12800	Film
12810	Film
12814	Film
12817	Film
12818	Film
12820	Film
12824	Film
12829	Film
12835	Film
12851	Film
12855	Film
12856	Film
12857	Film
12865	Film
12884	Film
12885	Film
12893	Business
12897	Film
12904	Technology
12909	Film
12913	Football
12916	Film
12920	Film
12922	Film
12934	Film
12940	Film
12947	Film
12950	Film
12952	Film
12960	Film
12962	Film
12974	Film
12976	Film
12979	Film
13009	Film
13011	Film
13020	Film
13028	Film
13039	Film
13041	Film
13042	Film
13044	Film
13045	Film
13048	Film
13052	Business
13055	Film
13056	Business
13057	Film
13058	Film
13077	Film
13086	Film
13091	Film
13095	Film
13096	Film
13109	Film
13111	Film
13112	Film
13120	Film
13122	Politics
13132	Politics
13133	Business
13135	Film
13139	Business
13142	Business
13144	Film
13148	Politics
13157	Business
13158	Politics
13162	Football
13164	Film
13166	Technology
13171	Football
13173	Football
13174	Politics
13186	Technology
13187	Politics
13188	Football
13190	Politics
13191	Politics
13204	Politics
13207	Football
13210	Film
13218	Technology
13225	Football
13231	Football
13236	Technology
13247	Football
13250	Football
13254	Football
13256	Football
13257	Film
13262	Football
13263	Film
13268	Technology
13272	Football
13273	Business
13283	Football
13284	Technology
13297	Business
13299	Technology
13304	Technology
13307	Film
13309	Football
13313	Football
13316	Football
13317	Film
13339	Film
13349	Football
13352	Football
13357	Film
13358	Technology
13364	Film
13371	Film
13381	Football
13394	Technology
13399	Politics
13401	Technology
13402	Technology
13404	Technology
13407	Politics
13427	Football
13430	Football
13445	Football
13453	Football
13455	Football
13463	Football
13480	Film
13485	Football
13487	Football
13494	Football
13500	Film
13505	Football
13508	Football
13509	Technology
13522	Football
13526	Football
13527	Football
13538	Technology
13542	Football
13543	Football
13551	Football
13567	Football
13569	Football
13574	Football
13575	Football
13578	Football
13583	Film
13588	Football
13590	Football
13609	Football
13610	Football
13613	Football
13616	Film
13621	Football
13622	Football
13623	Football
13625	Football
13627	Football
13631	Football
13633	Football
13634	Football
13643	Football
13647	Football
13648	Football
13657	Technology
13661	Football
13668	Film
13675	Technology
13678	Football
13679	Football
13684	Technology
13687	Technology
13691	Football
13697	Football
13701	Football
13709	Football
13711	Football
13715	Technology
13717	Football
13721	Film
13729	Film
13733	Football
13738	Technology
13753	Football
13760	Technology
13768	Technology
13769	Football
13770	Football
13774	Technology
13775	Football
13776	Football
13777	Technology
13782	Technology
13785	Film
13801	Football
13803	Football
13807	Football
13809	Business
13823	Film
13826	Film
13827	Film
13836	Film
13847	Film
13849	Technology
13851	Business
13852	Football
13857	Film
13871	Technology
13875	Business
13877	Film
13879	Technology
13890	Technology
13897	Business
13905	Football
13918	Business
13925	Business
13938	Football
13942	Football
13946	Football
13954	Football
13957	Film
13958	Technology
13961	Politics
13970	Football
13975	Football
13977	Football
13978	Football
13985	Business
13997	Technology
13998	Technology
14004	Technology
14010	Technology
14015	Technology
14016	Technology
14020	Technology
14022	Politics
14025	Technology
14028	Football
14030	Technology
14038	Football
14045	Film
14054	Film
14056	Film
14059	Film
14066	Politics
14068	Football
14071	Business
14076	Politics
14077	Technology
14082	Business
14095	Politics
14105	Politics
14108	Technology
14113	Technology
14116	Business
14130	Politics
14131	Film
14141	Technology
14145	Film
14148	Film
14152	Business
14153	Football
14163	Film
14164	Film
14179	Business
14182	Football
14184	Business
14196	Politics
14199	Film
14200	Film
14209	Politics
14211	Politics
14212	Football
14217	Politics
14222	Politics
14223	Technology
14228	Technology
14241	Politics
14243	Technology
14246	Technology
14253	Politics
14260	Football
14261	Film
14268	Politics
14270	Business
14271	Politics
14279	Politics
14280	Business
14282	Business
14288	Politics
14289	Business
14290	Film
14300	Business
14304	Business
14309	Business
14313	Politics
14322	Technology
14323	Business
14324	Business
14327	Technology
14328	Politics
14334	Film
14338	Business
14339	Business
14345	Business
14350	Politics
14352	Politics
14354	Politics
14358	Technology
14362	Film
14366	Technology
14370	Football
14373	Football
14380	Business
14386	Film
14387	Politics
14388	Politics
14391	Film
14395	Football
14398	Football
14411	Football
14419	Football
14422	Football
14424	Football
14425	Football
14430	Football
14431	Football
14432	Technology
14434	Football
14435	Football
14446	Football
14448	Football
14450	Football
14453	Football
14454	Football
14459	Football
14460	Football
14464	Technology
14477	Technology
14481	Politics
14483	Film
14485	Business
14487	Football
14488	Technology
14489	Film
14490	Politics
14494	Technology
14495	Film
14496	Film
14504	Technology
14506	Business
14508	Film
14514	Politics
14516	Film
14517	Film
14525	Politics
14529	Business
14550	Politics
14551	Film
14557	Technology
14572	Technology
14579	Business
14581	Politics
14582	Politics
14588	Politics
14592	Politics
14594	Politics
14595	Business
14597	Politics
14602	Technology
14604	Politics
14609	Politics
14616	Politics
14618	Politics
14621	Politics
14622	Politics
14624	Business
14627	Film
14629	Politics
14631	Football
14632	Politics
14633	Politics
14643	Business
14645	Business
14649	Business
14652	Business
14653	Business
14659	Politics
14660	Business
14676	Business
14677	Politics
14679	Business
14683	Business
14684	Business
14685	Business
14689	Business
14690	Business
14694	Business
14695	Politics
14703	Business
14706	Business
14709	Politics
14712	Film
14713	Politics
14718	Politics
14720	Politics
14722	Business
14730	Football
14737	Politics
14740	Politics
14742	Politics
14743	Politics
14746	Business
14748	Politics
14750	Film
14755	Film
14756	Film
14762	Film
14763	Film
14765	Film
14766	Film
14773	Film
14774	Film
14775	Film
14780	Film
14787	Business
14795	Politics
14796	Film
14799	Film
14801	Politics
14803	Politics
14807	Politics
14813	Film
14821	Film
14828	Football
14837	Football
14838	Football
14840	Football
14841	Football
14850	Technology
14855	Business
14856	Film
14859	Politics
14863	Business
14865	Film
14868	Business
14879	Politics
14885	Business
14889	Politics
14891	Politics
14892	Business
14899	Business
14900	Football
14916	Business
14934	Football
14939	Football
14940	Technology
14941	Football
14953	Football
14965	Football
14968	Business
14979	Football
14987	Football
14992	Football
15000	Football
15003	Business
15013	Football
15018	Football
15026	Football
15027	Football
15029	Football
15034	Film
15035	Football
15038	Football
15041	Technology
15052	Film
15054	Film
15055	Film
15056	Politics
15072	Football
15089	Football
15090	Football
15092	Football
15098	Football
15117	Politics
15119	Football
15125	Technology
15126	Film
15129	Film
15139	Politics
15143	Film
15154	Film
15170	Film
15174	Film
15178	Film
15179	Film
15183	Film
15184	Film
15186	Film
15200	Football
15201	Football
15221	Technology
15224	Football
15225	Technology
15228	Football
15234	Football
15236	Football
15239	Football
15249	Football
15251	Technology
15256	Football
15260	Technology
15264	Film
15267	Film
15269	Technology
15272	Football
15273	Technology
15276	Business
15278	Film
15284	Football
15290	Film
15298	Film
15299	Technology
15302	Football
15304	Football
15305	Football
15315	Film
15321	Football
15322	Film
15325	Film
15332	Football
15333	Football
